序号,名称,介绍,招生简章
99,天津大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-49.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-49.dhtml
100,天津科技大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-50.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-50.dhtml
101,天津工业大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-51.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-51.dhtml
102,中国民航大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-52.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-52.dhtml
103,天津理工大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-53.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-53.dhtml
104,天津农学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-54.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-54.dhtml
105,天津医科大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-55.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-55.dhtml
106,天津中医药大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-56.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-56.dhtml
107,天津师范大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-57.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-57.dhtml
108,天津职业技术师范大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-58.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-58.dhtml
109,天津外国语大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-59.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-59.dhtml
110,天津商业大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-60.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-60.dhtml
111,天津财经大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-61.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-61.dhtml
112,天津体育学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-62.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-62.dhtml
113,天津音乐学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-63.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-63.dhtml
114,天津美术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-64.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-64.dhtml
115,河北工业大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-70.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-70.dhtml
116,天津城建大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-603.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-603.dhtml
117,天津天狮学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-642.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-642.dhtml
118,天津市职业大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-687.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-687.dhtml
119,天津医学高等专科学校,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6242801.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6242801.dhtml
120,天津中德应用技术大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-984.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-984.dhtml
121,天津滨海职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1073.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1073.dhtml
122,天津渤海职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1202.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1202.dhtml
123,天津电子信息职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1203.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1203.dhtml
124,天津机电职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1204.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1204.dhtml
125,天津现代职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1205.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1205.dhtml
126,天津公安警官职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1206.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1206.dhtml
127,天津轻工职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1214.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1214.dhtml
128,天津商务职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1269.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1269.dhtml
129,天津国土资源和房屋职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1284.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1284.dhtml
130,天津艺术职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1355.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1355.dhtml
131,天津交通职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1356.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1356.dhtml
132,天津外国语大学滨海外事学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1899.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1899.dhtml
133,天津传媒学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1900.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1900.dhtml
134,天津商业大学宝德学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1901.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1901.dhtml
135,天津医科大学临床医学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1902.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1902.dhtml
136,天津工业职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1940.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1940.dhtml
137,天津石油职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1941.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1941.dhtml
138,天津城市职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1942.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1942.dhtml
139,天津铁道职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-403132.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-403132.dhtml
140,天津理工大学中环信息学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-404954.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-404954.dhtml
141,北京科技大学天津学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-93355.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-93355.dhtml
142,天津工艺美术职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6161405.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6161405.dhtml
143,天津城市建设管理职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-6241649.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-6241649.dhtml
144,天津生物工程职业技术学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-5038392.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-5038392.dhtml
145,天津海运职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-485362.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-485362.dhtml
146,天津仁爱学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-481255.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-481255.dhtml
147,天津财经大学珠江学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1369415.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1369415.dhtml
148,天津体育职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1821221077.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1821221077.dhtml
149,天津滨海汽车工程职业学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1821216896.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1821216896.dhtml
150,陆军军事交通学院,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-1980488764.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-1980488764.dhtml
151,河北大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-65.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-65.dhtml
152,河北工程大学,https://gaokao.chsi.com.cn/sch/schoolInfo--schId-66.dhtml,https://gaokao.chsi.com.cn/zsgs/zhangcheng/listZszc--schId-66.dhtml
